	Date	TD	YD	Release	Daily	%+-YD	%+-LW	Theatre	Avg	To Date	Days	Distributor	google trends
1913	2020-09-03	6	6	The Eight Hundred	$14,273	-7.6%	-	92	$155	$188,258	7	"CMC Pictures Holdings

"	0.2
1914	2020-09-03	7	7	Tulsa	$2,423	-50.1%	-71.2%	160	$15	$176,051	14	"Pryor Entertainment

"	11.810279667422527
1915	2020-09-03	8	9	Centigrade	$870	+45.5%	-	28	$31	$9,705	7	"IFC Films

"	0.6233766233766234
1916	2020-09-03	9	8	Tesla	$844	-39.2%	-84.6%	87	$9	$81,411	14	"IFC Films

"	90.54547745023937
1917	2020-09-03	10	10	Made in Italy	$495	-12.2%	-38.6%	16	$30	$95,888	28	"IFC Films

"	0.6744186046511628
1918	2020-09-02	1	1	The New Mutants	$393,751	-15.7%	-	2,412	$163	$8,347,977	6	"20th Century Studios

"	3.2840722495894914
1919	2020-09-02	2	2	Unhinged	$190,334	-9.7%	-30.2%	2,331	$81	$9,426,569	20	"Solstice Studios

"	2.1428571428571432
1920	2020-09-02	3	3	Bill & Ted Face the Music	$89,499	+0.9%	-	1,007	$88	$1,398,648	6	"United Artists Releasing

"	0.3
1921	2020-09-02	4	5	Words on Bathroom Walls	$45,816	-2.3%	-8.4%	1,395	$32	$1,214,446	13	"Roadside Attractions

"	0.4
1922	2020-09-02	5	4	The Personal History of David Copperfield	$43,946	-18.4%	-	1,360	$32	$613,947	6	"Searchlight Pictures

"	0.22
1923	2020-09-02	6	6	The Eight Hundred	$15,453	-34.9%	-	111	$139	$173,985	6	"CMC Pictures Holdings

"	0.19
1924	2020-09-02	7	7	Tulsa	$4,860	-24.1%	-48.3%	160	$30	$173,628	13	"Pryor Entertainment

"	10.498026371042247
1925	2020-09-02	8	8	Tesla	$1,388	-2.5%	-71.5%	87	$15	$80,151	13	"IFC Films

"	90.54547745023937
1926	2020-09-02	9	9	Centigrade	$598	-22.6%	-	28	$21	$8,835	6	"IFC Films

"	0.5714285714285714
1927	2020-09-02	10	10	Made in Italy	$564	+8%	-36.7%	16	$35	$95,393	27	"IFC Films

"	0.5813953488372093
1928	2020-09-01	1	1	The New Mutants	$466,916	+3.7%	-	2,412	$193	$7,954,226	5	"20th Century Studios

"	3.466520707900019
1929	2020-09-01	2	2	Unhinged	$210,829	+14.7%	-43.2%	2,331	$90	$9,236,235	19	"Solstice Studios

"	1.9047619047619049
1930	2020-09-01	3	3	Bill & Ted Face the Music	$88,697	-7.1%	-	1,007	$88	$1,309,149	5	"United Artists Releasing

"	0.31
1931	2020-09-01	4	5	The Personal History of David Copperfield	$53,844	+33.4%	-	1,360	$39	$570,001	5	"Searchlight Pictures

"	0.23
1932	2020-09-01	5	4	Words on Bathroom Walls	$46,890	+10.8%	-14%	1,395	$33	$1,168,630	12	"Roadside Attractions

"	0.38666666666666666
1933	2020-09-01	6	6	The Eight Hundred	$23,733	+42.6%	-	116	$204	$158,532	5	"CMC Pictures Holdings

"	0.21
1934	2020-09-01	7	7	Tulsa	$6,403	+86%	-33.4%	160	$40	$168,768	12	"Pryor Entertainment

"	10.498026371042247
1935	2020-09-01	8	8	Tesla	$1,424	+32.3%	-67.4%	87	$16	$78,763	12	"IFC Films

"	102.35575711766191
1936	2020-09-01	9	9	Centigrade	$773	-21.4%	-	28	$27	$8,237	5	"IFC Films

"	0.7402597402597403
1937	2020-09-01	10	11	Made in Italy	$522	+21.4%	-32%	16	$32	$94,829	26	"IFC Films

"	0.6511627906976745
1938	2020-08-31	1	1	The New Mutants	$450,293	-69.4%	-	2,412	$186	$7,487,310	4	"20th Century Studios

"	5.108556832694765
1939	2020-08-31	2	2	Unhinged	$183,824	-71.5%	-36.9%	2,331	$78	$9,025,406	18	"Solstice Studios

"	2.6190476190476195
1940	2020-08-31	3	3	Bill & Ted Face the Music	$95,445	-62.7%	-	1,007	$94	$1,220,452	4	"United Artists Releasing

"	0.38
1941	2020-08-31	4	5	Words on Bathroom Walls	$42,334	-62%	-14.7%	1,395	$30	$1,121,740	11	"Roadside Attractions

"	0.41333333333333333
1942	2020-08-31	5	6	The Personal History of David Copperfield	$40,357	-60.8%	-	1,360	$29	$516,157	4	"Searchlight Pictures

"	0.24
1943	2020-08-31	6	7	The Eight Hundred	$16,638	-46%	-	101	$164	$134,799	4	"CMC Pictures Holdings

"	0.25
1944	2020-08-31	7	8	Tulsa	$3,443	-72.1%	-53.7%	160	$21	$162,365	11	"Pryor Entertainment

"	11.810279667422527
1945	2020-08-31	8	10	Tesla	$1,076	-75.2%	-71.1%	87	$12	$77,339	11	"IFC Films

"	108.91702359956331
1946	2020-08-31	9	11	Centigrade	$984	-23.2%	-	28	$35	$7,464	4	"IFC Films

"	0.8311688311688312
1947	2020-08-31	10	-	Bump Kowalski and the Ten Commandments	$540	-	-	1	$540	$2,439	50	"Phantom Mentor Digital

"	0.0
1948	2020-08-31	11	12	Made in Italy	$430	-38.1%	-30%	16	$26	$94,307	25	"IFC Films

"	0.7906976744186046
1949	2020-08-30	1	1	The New Mutants	$1,470,652	-40%	-	2,412	$609	$7,037,017	3	"20th Century Studios

"	7.206714103265829
1950	2020-08-30	2	2	Unhinged	$644,935	-42.6%	-37.4%	2,331	$276	$8,841,582	17	"Solstice Studios

"	3.7301587301587307
1951	2020-08-30	3	3	Bill & Ted Face the Music	$255,724	-38.7%	-	1,007	$253	$1,125,007	3	"United Artists Releasing

"	0.54
1952	2020-08-30	4	6	The SpongeBob Movie: Sponge on the Run	$128,410	-26.3%	-19.9%	314	$408	$2,969,145	17	"Paramount Pictures

"	0.12
1953	2020-08-30	5	5	Words on Bathroom Walls	$111,262	-42.5%	+1.2%	1,395	$79	$1,079,406	10	"Roadside Attractions

"	1.0
1954	2020-08-30	6	4	The Personal History of David Copperfield	$102,888	-48.2%	-	1,360	$75	$475,800	3	"Searchlight Pictures

"	0.5
1955	2020-08-30	7	7	The Eight Hundred	$30,828	-26.1%	-	138	$223	$118,161	3	"CMC Pictures Holdings

"	0.21
1956	2020-08-30	8	8	Tulsa	$12,349	-34.4%	-42%	160	$77	$158,922	10	"Pryor Entertainment

"	10.498026371042247
1957	2020-08-30	9	9	The Rental	$4,444	-56%	-67.9%	58	$76	$1,561,048	38	"IFC Films

"	3.2242063492063497
1958	2020-08-30	10	10	Tesla	$4,336	-27.5%	-56.3%	87	$49	$76,263	10	"IFC Films

"	51.177878558830955
1959	2020-08-30	11	11	Centigrade	$1,281	-10.5%	-	28	$45	$6,480	3	"IFC Films

"	1.2987012987012987
1960	2020-08-30	12	12	Made in Italy	$695	-47.6%	-66.2%	16	$43	$93,877	24	"IFC Films

"	0.7906976744186046
1961	2020-08-30	13	-	Juvenile Delinquents	$680	-	-	1	$680	$34,292	178	"Big Bull Productions

"	0.006988800000000001
1962	2020-08-29	1	1	The New Mutants	$2,452,864	-21.2%	-	2,412	$1,016	$5,566,365	2	"20th Century Studios

"	9.031198686371102
1963	2020-08-29	2	2	Unhinged	$1,124,040	+34.7%	-27.8%	2,331	$482	$8,196,647	16	"Solstice Studios

"	4.523809523809524
1964	2020-08-29	3	3	Bill & Ted Face the Music	$417,113	-7.8%	-	1,007	$414	$869,283	2	"United Artists Releasing

"	0.95
1965	2020-08-29	4	4	The Personal History of David Copperfield	$198,637	+14%	-	1,360	$146	$397,274	2	"Searchlight Pictures

"	0.65
1966	2020-08-29	5	5	Words on Bathroom Walls	$193,417	+33.9%	+10.7%	1,395	$138	$968,144	9	"Roadside Attractions

"	1.08
1967	2020-08-29	6	6	The SpongeBob Movie: Sponge on the Run	$174,263	+43%	-19.3%	314	$554	$2,840,735	16	"Paramount Pictures

"	0.11
1968	2020-08-29	7	7	The Eight Hundred	$41,693	-8.6%	-	142	$293	$87,333	2	"CMC Pictures Holdings

"	0.29
1969	2020-08-29	8	8	Tulsa	$18,824	+30.1%	-34.3%	160	$117	$146,573	9	"Pryor Entertainment

"	10.498026371042247
1970	2020-08-29	9	9	The Rental	$10,111	+22.1%	-77.6%	58	$174	$1,556,604	37	"IFC Films

"	3.4722222222222228
1971	2020-08-29	10	10	Tesla	$5,978	+11.6%	-65.3%	87	$68	$71,927	9	"IFC Films

"	55.11463844797179
1972	2020-08-29	11	11	Centigrade	$1,432	-62%	-	28	$51	$5,199	2	"IFC Films

"	1.2207792207792207
1973	2020-08-29	12	12	Made in Italy	$1,327	+89.8%	-51.6%	16	$82	$93,182	23	"IFC Films

"	1.0465116279069768
1974	2020-08-28	1	-	The New Mutants	$3,113,501	-	-	2,412	$1,290	$3,113,501	1	"20th Century Studios

"	9.122422915526364
1975	2020-08-28	2	1	Unhinged	$834,407	+197.5%	-41%	2,331	$357	$7,072,607	15	"Solstice Studios

"	3.571428571428572
1976	2020-08-28	3	-	Bill & Ted Face the Music	$452,170	-	-	1,007	$449	$452,170	1	"United Artists Releasing

"	0.96
1977	2020-08-28	4	-	The Personal History of David Copperfield	$174,275	-	-	1,360	$128	$174,275	1	"Searchlight Pictures

"	0.61
1978	2020-08-28	5	3	Words on Bathroom Walls	$144,482	+234.8%	-2.6%	1,395	$103	$774,727	8	"Roadside Attractions

"	0.8533333333333334
1979	2020-08-28	6	2	The SpongeBob Movie: Sponge on the Run	$121,871	+18.2%	-41.7%	314	$388	$2,666,472	15	"Paramount Pictures

"	0.09
1980	2020-08-28	7	-	The Eight Hundred	$45,640	-	-	137	$333	$45,640	1	"CMC Pictures Holdings

"	0.25
1981	2020-08-28	8	4	Tulsa	$14,466	+71.8%	-49.1%	160	$90	$127,749	8	"Pryor Entertainment

"	11.810279667422527
1982	2020-08-28	9	5	The Rental	$8,284	+0.9%	-75.9%	58	$142	$1,546,493	36	"IFC Films

"	2.8108465608465614
1983	2020-08-28	10	7	Tesla	$5,358	-2%	-64.2%	87	$61	$65,949	8	"IFC Films

"	68.23717141177461
1984	2020-08-28	11	-	Centigrade	$3,767	-	-	28	$134	$3,767	1	"IFC Films

"	0.961038961038961
1985	2020-08-28	12	8	Made in Italy	$699	-13.3%	-50.7%	16	$43	$91,855	22	"IFC Films

"	0.6976744186046512
1986	2020-08-28	13	-	Juvenile Delinquents	$580	-	-	1	$580	$33,612	176	"Big Bull Productions

"	0.006115200000000001
1987	2020-08-27	1	1	Unhinged	$280,515	+2.8%	-	1,823	$153	$6,238,200	14	"Solstice Studios

"	2.53968253968254
1988	2020-08-27	2	2	The SpongeBob Movie: Sponge on the Run	$103,132	+18.7%	-25.6%	326	$316	$2,544,601	14	"Paramount Pictures

"	0.05
1989	2020-08-27	3	3	Words on Bathroom Walls	$43,158	-13.7%	-	924	$46	$630,245	7	"Roadside Attractions

"	0.4533333333333333
1990	2020-08-27	4	4	Tulsa	$8,418	-10.5%	-	192	$43	$113,283	7	"Pryor Entertainment

"	11.810279667422527
1991	2020-08-27	5	5	The Rental	$8,211	+24.7%	-25%	105	$78	$1,538,209	35	"IFC Films

"	2.8935185185185186
1992	2020-08-27	6	7	The Gentlemen	$6,818	+108.4%	+370.5%	38	$179	$36,471,795	217	"STX Entertainment

"	0.8974358974358975
1993	2020-08-27	7	6	Tesla	$5,466	+12.3%	-	108	$50	$60,591	7	"IFC Films

"	65.61266481901404
1994	2020-08-27	8	8	Made in Italy	$806	-9.5%	-65.6%	37	$21	$91,156	21	"IFC Films

"	0.6744186046511628
1995	2020-08-26	1	1	Unhinged	$272,806	-26.5%	-	1,823	$149	$5,957,685	13	"Solstice Studios

"	2.698412698412699
1996	2020-08-26	2	2	The SpongeBob Movie: Sponge on the Run	$86,905	-48%	-35.9%	326	$266	$2,441,469	13	"Paramount Pictures

"	0.12
1997	2020-08-26	3	3	Words on Bathroom Walls	$50,017	-8.2%	-	924	$54	$587,087	6	"Roadside Attractions

"	0.4666666666666667
1998	2020-08-26	4	4	Tulsa	$9,405	-2.1%	-	191	$49	$104,865	6	"Pryor Entertainment

"	11.810279667422527
1999	2020-08-26	5	5	The Rental	$6,585	+5.3%	-41.9%	105	$62	$1,529,553	34	"IFC Films

"	2.7281746031746037
2000	2020-08-26	6	6	Tesla	$4,867	+11.4%	-	108	$45	$55,125	6	"IFC Films

"	61.6759049298732
2001	2020-08-26	7	7	The Gentlemen	$3,272	-8.7%	+355.1%	38	$86	$36,464,977	216	"STX Entertainment

"	0.9487179487179487
2002	2020-08-26	8	8	Made in Italy	$891	+16%	-56.7%	37	$24	$90,350	20	"IFC Films

"	0.7674418604651163
2003	2020-08-25	1	1	Unhinged	$371,315	+27.5%	-	1,823	$203	$5,684,879	12	"Solstice Studios

"	3.0158730158730163
2004	2020-08-25	2	2	The SpongeBob Movie: Sponge on the Run	$167,047	+75.6%	-26.1%	326	$512	$2,354,564	12	"Paramount Pictures

"	0.06
2005	2020-08-25	3	3	Words on Bathroom Walls	$54,499	+9.9%	-	924	$58	$537,070	5	"Roadside Attractions

"	0.37333333333333335
2006	2020-08-25	4	4	Tulsa	$9,607	+29.3%	-	191	$50	$95,460	5	"Pryor Entertainment

"	11.810279667422527
2007	2020-08-25	5	5	The Rental	$6,251	-2.2%	-39.4%	105	$59	$1,522,968	33	"IFC Films

"	3.0588624338624344
2008	2020-08-25	6	6	Tesla	$4,369	+17.3%	-	108	$40	$50,258	5	"IFC Films

"	60.36365163349292
2009	2020-08-25	7	7	The Gentlemen	$3,582	-0.5%	+610.7%	38	$94	$36,461,705	215	"STX Entertainment

"	1.0256410256410255
2010	2020-08-25	8	8	Made in Italy	$768	+25.1%	-60.8%	37	$20	$89,459	19	"IFC Films

"	0.6976744186046512
2011	2020-08-24	1	1	Unhinged	$291,202	-71.7%	-	1,823	$159	$5,313,564	11	"Solstice Studios

"	3.3333333333333335
2012	2020-08-24	2	2	The SpongeBob Movie: Sponge on the Run	$95,131	-40.7%	-32.4%	326	$291	$2,187,517	11	"Paramount Pictures

"	0.13
2013	2020-08-24	3	3	Words on Bathroom Walls	$49,603	-54.9%	-	924	$53	$482,571	4	"Roadside Attractions

"	0.52
2014	2020-08-24	4	4	Tulsa	$7,431	-65.1%	-	191	$38	$85,853	4	"Pryor Entertainment

"	10.498026371042247
2015	2020-08-24	5	5	The Rental	$6,390	-53.8%	-44.3%	105	$60	$1,516,717	32	"IFC Films

"	2.9761904761904767
2016	2020-08-24	6	7	Tesla	$3,724	-62.5%	-	108	$34	$45,889	4	"IFC Films

"	65.61266481901404
2017	2020-08-24	7	6	The Gentlemen	$3,600	-73.3%	+1,253.4%	38	$94	$36,458,123	214	"STX Entertainment

"	1.205128205128205
2018	2020-08-24	8	8	Made in Italy	$614	-70.1%	-75.4%	37	$16	$88,691	18	"IFC Films

"	0.6511627906976745
2019	2020-08-23	1	1	Unhinged	$1,030,000	-33.8%	-	1,823	$565	$5,002,362	10	"Solstice Studios

"	5.952380952380953
2020	2020-08-23	2	2	The SpongeBob Movie: Sponge on the Run	$160,310	-25.7%	-30.9%	326	$491	$2,092,386	10	"Paramount Pictures

"	0.18
2021	2020-08-23	3	3	Words on Bathroom Walls	$109,937	-37.1%	-	924	$118	$432,968	3	"Roadside Attractions

"	1.3333333333333333
2022	2020-08-23	4	6	Tulsa	$21,306	-25.7%	-	191	$111	$78,393	3	"Pryor Entertainment

"	10.498026371042247
2023	2020-08-23	5	4	The Rental	$13,846	-69.3%	-24.1%	105	$131	$1,510,327	31	"IFC Films

"	4.464285714285715
2024	2020-08-23	6	5	The Gentlemen	$13,479	-68.9%	+1,030.8%	38	$354	$36,454,523	213	"STX Entertainment

"	1.641025641025641
2025	2020-08-23	7	7	Tesla	$9,932	-42.4%	-	108	$91	$42,165	3	"IFC Films

"	45.928865373309826
2026	2020-08-23	8	8	Made in Italy	$2,055	-25%	-60.7%	37	$55	$88,077	17	"IFC Films

"	1.255813953488372
2027	2020-08-23	9	-	Juvenile Delinquents	$680	-	-59.5%	1	$680	$35,344	171	"Big Bull Productions

"	0.006988800000000001
2028	2020-08-22	1	1	Unhinged	$1,556,113	+10%	-	1,823	$853	$3,972,362	9	"Solstice Studios

"	7.222222222222223
2029	2020-08-22	2	2	The SpongeBob Movie: Sponge on the Run	$215,864	+3.2%	-27%	326	$662	$1,932,076	9	"Paramount Pictures

"	0.12
2030	2020-08-22	3	3	Words on Bathroom Walls	$174,743	+17.8%	-	924	$189	$323,031	2	"Roadside Attractions

"	1.1333333333333333
2031	2020-08-22	4	4	The Rental	$45,134	+31.2%	+3.7%	105	$429	$1,496,481	30	"IFC Films

"	3.4722222222222228
2032	2020-08-22	5	5	The Gentlemen	$43,366	+39%	+2,915.7%	38	$1,141	$36,441,044	212	"STX Entertainment

"	1.4102564102564104
2033	2020-08-22	6	6	Tulsa	$28,662	+0.8%	-	191	$150	$57,087	2	"Pryor Entertainment

"	10.498026371042247
2034	2020-08-22	7	7	Tesla	$17,252	+15.2%	-	108	$159	$32,233	2	"IFC Films

"	51.177878558830955
2035	2020-08-22	8	8	Made in Italy	$2,740	+93.4%	-68.7%	37	$74	$86,022	16	"IFC Films

"	1.3255813953488371
2036	2020-08-21	1	-	Unhinged	$1,414,648	-	-	1,823	$776	$2,416,249	8	"Solstice Studios

"	6.190476190476192
2037	2020-08-21	2	1	The SpongeBob Movie: Sponge on the Run	$209,211	+51%	-38.1%	326	$641	$1,716,212	8	"Paramount Pictures

"	0.13
2038	2020-08-21	3	-	Words on Bathroom Walls	$148,288	-	-	924	$160	$148,288	1	"Roadside Attractions

"	1.0133333333333334
2039	2020-08-21	4	2	The Rental	$34,393	+214.3%	+7.9%	105	$327	$1,451,347	29	"IFC Films

"	3.389550264550265
2040	2020-08-21	5	5	The Gentlemen	$31,196	+2,052.9%	+1,892.1%	38	$820	$36,397,678	211	"STX Entertainment

"	1.0512820512820513
2041	2020-08-21	6	-	Tulsa	$28,424	-	-	191	$148	$28,424	1	"Pryor Entertainment

"	11.810279667422527
2042	2020-08-21	7	-	Tesla	$14,981	-	-	108	$138	$14,981	1	"IFC Films

"	76.11069119005629
2043	2020-08-21	8	4	Made in Italy	$1,417	-39.5%	-78.9%	37	$38	$83,282	15	"IFC Films

"	0.9069767441860465
2044	2020-08-21	9	6	Juvenile Delinquents	$580	-55%	-77.4%	1	$580	$34,664	169	"Big Bull Productions

"	0.0065520000000000005
2045	2020-08-20	1	1	The SpongeBob Movie: Sponge on the Run	$138,558	+2.1%	-	300	$461	$1,507,001	7	"Paramount Pictures

"	0.13
2046	2020-08-20	2	2	The Rental	$10,942	-3.5%	-44.4%	144	$75	$1,416,954	28	"IFC Films

"	2.7281746031746037
2047	2020-08-20	3	3	The Big Ugly	$3,555	+38.1%	-58.4%	14	$253	$514,107	28	"Vertical Entertainment

"	0.11
2048	2020-08-20	4	4	Made in Italy	$2,341	+13.7%	-59.5%	101	$23	$81,865	14	"IFC Films

"	0.627906976744186
2049	2020-08-20	5	7	The Gentlemen	$1,449	+101.5%	+242.6%	38	$38	$36,366,482	210	"STX Entertainment

"	0.8205128205128205
2050	2020-08-20	6	5	Juvenile Delinquents	$1,290	+31.6%	+51.8%	1	$1,290	$34,084	168	"Big Bull Productions

"	0.006115200000000001
2051	2020-08-20	7	8	Relic	$984	+56.2%	-66.2%	27	$36	$1,043,478	49	"IFC Films

"	1.7460317460317463
2052	2020-08-20	8	6	Sputnik	$627	-35.2%	-	32	$19	$14,157	7	"IFC Films

"	4.724111866969012
2053	2020-08-20	9	9	Summerland	$153	-41.6%	-87.7%	20	$7	$53,732	21	"IFC Films

"	0.7108433734939759
2054	2020-08-20	10	10	The Bay of Silence	$103	+45.1%	-	16	$6	$1,941	7	"Vertical Entertainment

"	0.21
2055	2020-08-20	11	11	What We Found	$13	-40.9%	-92.2%	6	$2	$6,976	21	"Freestyle Releasing

"	0.28
2056	2020-08-19	1	1	The SpongeBob Movie: Sponge on the Run	$135,647	-40%	-	300	$452	$1,368,443	6	"Paramount Pictures

"	0.08
2057	2020-08-19	2	2	The Rental	$11,334	+9.9%	-51.7%	144	$78	$1,406,012	27	"IFC Films

"	2.9761904761904767
2058	2020-08-19	3	3	The Big Ugly	$2,574	-17.3%	-71%	14	$183	$510,552	27	"Vertical Entertainment

"	0.04
2059	2020-08-19	4	4	Made in Italy	$2,059	+5.1%	-51.2%	101	$20	$79,524	13	"IFC Films

"	0.7441860465116279
2060	2020-08-19	5	6	Juvenile Delinquents	$980	-13.3%	-34.1%	1	$980	$32,794	167	"Big Bull Productions

"	0.0183456
2061	2020-08-19	6	7	Sputnik	$968	-3.7%	-	32	$30	$13,530	6	"IFC Films

"	4.9130763416477725
2062	2020-08-19	7	8	The Gentlemen	$719	+42.7%	+70.4%	38	$18	$36,365,033	209	"STX Entertainment

"	0.8461538461538461
2063	2020-08-19	8	5	Relic	$630	-45.4%	-81.2%	27	$23	$1,042,494	48	"IFC Films

"	1.6666666666666667
2064	2020-08-19	9	9	Summerland	$262	-0.8%	-81.8%	20	$13	$53,579	20	"IFC Films

"	0.5421686746987951
2065	2020-08-19	10	10	The Bay of Silence	$71	-67.1%	-	16	$4	$1,838	6	"Vertical Entertainment

"	0.19
2066	2020-08-19	11	11	What We Found	$22	-79.2%	-92.4%	6	$3	$6,963	20	"Freestyle Releasing

"	0.28
2067	2020-08-18	1	1	The SpongeBob Movie: Sponge on the Run	$226,142	+60.6%	-	300	$753	$1,232,796	5	"Paramount Pictures

"	0.13
2068	2020-08-18	2	2	The Rental	$10,315	-10.1%	-50.8%	144	$71	$1,394,678	26	"IFC Films

"	3.2242063492063497
2069	2020-08-18	3	4	The Big Ugly	$3,113	+25.7%	-62.4%	14	$222	$507,978	26	"Vertical Entertainment

"	0.09
2070	2020-08-18	4	3	Made in Italy	$1,959	-21.5%	-55.2%	101	$19	$77,465	12	"IFC Films

"	0.7441860465116279
2071	2020-08-18	5	5	Relic	$1,153	-13.7%	-64%	27	$42	$1,041,864	47	"IFC Films

"	1.7460317460317463
2072	2020-08-18	6	6	Juvenile Delinquents	$1,130	-4.4%	+24.2%	1	$1,130	$31,814	166	"Big Bull Productions

"	0.012230400000000002
2073	2020-08-18	7	7	Sputnik	$1,005	+88.6%	-	32	$31	$12,562	5	"IFC Films

"	5.479969765684054
2074	2020-08-18	8	8	The Gentlemen	$504	+89.5%	-60.3%	38	$13	$36,364,314	208	"STX Entertainment

"	0.7948717948717948
2075	2020-08-18	9	9	Summerland	$264	+14.3%	-82.5%	20	$13	$53,317	19	"IFC Films

"	0.5060240963855421
2076	2020-08-18	10	10	The Bay of Silence	$216	+122.7%	-	16	$13	$1,767	5	"Vertical Entertainment

"	0.19
2077	2020-08-18	11	11	What We Found	$106	+43.2%	-42.1%	6	$17	$6,941	19	"Freestyle Releasing

"	0.28
2078	2020-08-17	1	1	The SpongeBob Movie: Sponge on the Run	$140,830	-39.3%	-	300	$469	$1,006,654	4	"Paramount Pictures

"	0.16
2079	2020-08-17	2	2	The Rental	$11,469	-37.1%	-41.9%	144	$79	$1,384,363	25	"IFC Films

"	3.5548941798941804
2080	2020-08-17	3	3	Made in Italy	$2,494	-52.3%	-37%	101	$24	$75,506	11	"IFC Films

"	1.0465116279069768
2081	2020-08-17	4	4	The Big Ugly	$2,477	-45.8%	-69.9%	14	$176	$504,865	25	"Vertical Entertainment

"	0.06
2082	2020-08-17	5	7	Relic	$1,336	-1.7%	-51.8%	27	$49	$1,040,711	46	"IFC Films

"	2.1428571428571432
2083	2020-08-17	6	6	Juvenile Delinquents	$1,182	-29.6%	-2.2%	1	$1,182	$30,684	165	"Big Bull Productions

"	0.006115200000000001
2084	2020-08-17	7	5	Sputnik	$533	-79.6%	-	32	$16	$11,557	4	"IFC Films

"	5.291005291005294
2085	2020-08-17	8	8	The Gentlemen	$266	-77.7%	-50.5%	38	$7	$36,363,810	207	"STX Entertainment

"	0.9487179487179487
2086	2020-08-17	9	9	Summerland	$231	-64.6%	-82.7%	20	$11	$53,053	18	"IFC Films

"	0.6024096385542169
2087	2020-08-17	10	10	The Bay of Silence	$97	-79%	-	16	$6	$1,551	4	"Vertical Entertainment

"	0.33
2088	2020-08-17	11	13	What We Found	$74	-37.8%	-2.6%	6	$12	$6,835	18	"Freestyle Releasing

"	0.15
2089	2020-08-16	1	1	The SpongeBob Movie: Sponge on the Run	$231,985	-21.6%	-	300	$773	$865,824	3	"Paramount Pictures

"	0.2
2090	2020-08-16	2	2	The Rental	$18,232	-58.1%	-41%	144	$126	$1,372,894	24	"IFC Films

"	3.8029100529100535
2091	2020-08-16	3	4	Made in Italy	$5,230	-40.2%	-34.1%	101	$51	$73,012	10	"IFC Films

"	1.6046511627906976
2092	2020-08-16	4	3	The Big Ugly	$4,573	-52.2%	-72.4%	14	$326	$502,388	24	"Vertical Entertainment

"	0.09
2093	2020-08-16	5	5	Sputnik	$2,619	-39.8%	-	32	$81	$11,024	3	"IFC Films

"	6.424792139077857
2094	2020-08-16	6	6	Juvenile Delinquents	$1,680	-41.7%	-33.4%	1	$1,680	$29,502	164	"Big Bull Productions

"	0.0
2095	2020-08-16	7	7	Relic	$1,359	-45%	-55.4%	27	$50	$1,039,375	45	"IFC Films

"	2.301587301587302
2096	2020-08-16	8	8	The Gentlemen	$1,192	-17.1%	-12.9%	38	$31	$36,363,544	206	"STX Entertainment

"	1.5384615384615385
2097	2020-08-16	9	9	Summerland	$653	-45.3%	-63.7%	20	$32	$52,822	17	"IFC Films

"	0.8554216867469879
2098	2020-08-16	10	10	The Bay of Silence	$463	-23.7%	-	16	$28	$1,454	3	"Vertical Entertainment

"	0.48
2099	2020-08-16	11	11	Becky	$250	-51%	-66.2%	10	$25	$1,004,574	73	"Quiver Distribution

"	4.522956135859363
2100	2020-08-16	12	13	The Wretched	$150	-42.7%	-50.5%	7	$21	$1,806,698	108	"IFC Films

"	0.76
2101	2020-08-16	13	12	What We Found	$119	-65%	-67.9%	6	$19	$6,761	17	"Freestyle Releasing

"	0.22
2102	2020-08-15	1	1	The SpongeBob Movie: Sponge on the Run	$295,755	-12.5%	-	300	$985	$633,839	2	"Paramount Pictures

"	0.3
2103	2020-08-15	2	2	The Rental	$43,519	+36.6%	-26%	144	$302	$1,354,662	23	"IFC Films

"	3.8029100529100535
2104	2020-08-15	3	3	The Big Ugly	$9,562	+17.8%	-65.7%	14	$683	$497,815	23	"Vertical Entertainment

"	0.09
2105	2020-08-15	4	4	Made in Italy	$8,750	+30.6%	-37.2%	101	$86	$67,782	9	"IFC Films

"	1.3953488372093024
2106	2020-08-15	5	5	Sputnik	$4,350	+7.3%	-	32	$135	$8,405	2	"IFC Films

"	6.613756613756617
2107	2020-08-15	6	6	Juvenile Delinquents	$2,882	+12.2%	-42.1%	2	$1,441	$27,822	163	"Big Bull Productions

"	0.006988800000000001
2108	2020-08-15	7	7	Relic	$2,472	+49.1%	-64%	27	$91	$1,038,016	44	"IFC Films

"	1.7460317460317463
2109	2020-08-15	8	8	The Gentlemen	$1,438	-8.2%	-16.1%	38	$37	$36,362,352	205	"STX Entertainment

"	1.4871794871794872
2110	2020-08-15	9	9	Summerland	$1,194	+72.8%	-48.1%	20	$59	$52,169	16	"IFC Films

"	0.8313253012048193
2111	2020-08-15	10	11	The Bay of Silence	$607	+58.1%	-	16	$37	$991	2	"Vertical Entertainment

"	0.54
2112	2020-08-15	11	12	Becky	$510	+50.9%	-59.9%	10	$51	$1,003,700	72	"Quiver Distribution

"	4.437617340843148
2113	2020-08-15	12	13	What We Found	$340	+163.6%	-54.3%	6	$56	$6,642	16	"Freestyle Releasing

"	0.14
2114	2020-08-15	13	10	The Wretched	$262	-33.5%	-80.7%	7	$37	$1,806,548	107	"IFC Films

"	0.75
2115	2020-08-14	1	-	The SpongeBob Movie: Sponge on the Run	$338,084	-	-	300	$1,126	$338,084	1	"Paramount Pictures

"	0.2
2116	2020-08-14	2	1	The Rental	$31,867	+62%	-37.5%	144	$221	$1,311,143	22	"IFC Films

"	2.9761904761904767
